"Departamento","Código Divipola Departamento","Municipio","Código Divipola Municipio","Programa","Año de Asignacion","Estado","No.SFV Asignados","Valor Asignado"
"CAUCA","19","CALDONO","19137","ETCR","2.023","Asignados","35","3.654.000.000"
"CAUCA","19","CALDONO","19137","ETCR","2.024","Asignados","50","5.850.000.000"
"CAUCA","19","CALDONO","19137","ETCR","2.025","Asignados","1","117.000.000"
"CAUCA","19","CALDONO","19137","Sentencias judiciales","2.024","Asignados","1","91.000.000"
"CAUCA","19","CALOTO","19142","Compromiso","2.022","Asignados","12","223.301.148"
"CAUCA","19","CALOTO","19142","Compromiso","2.023","Asignados","1","23.759.120"
"CAUCA","19","CALOTO","19142","Convocatoria","2.025","Asignados","21","685.588.000"
"CAUCA","19","CORINTO","19212","Compromiso","2.024","Asignados","2","47.518.240"
"CAUCA","19","CORINTO","19212","Convocatoria","2.025","Asignados","18","617.476.000"
"CAUCA","19","EL TAMBO","19256","Compromiso","2.022","Asignados","13","241.909.577"
"CAUCA","19","EL TAMBO","19256","Compromiso","2.023","Asignados","3","71.277.360"
"CAUCA","19","EL TAMBO","19256","Compromiso","2.024","Asignados","35","2.916.036.480"
"CAUCA","19","EL TAMBO","19256","Compromiso","2.025","Asignados","2","123.404.120"
"CAUCA","19","EL TAMBO","19256","Convocatoria","2.024","Asignados","20","514.799.273"
"CAUCA","19","EL TAMBO","19256","Convocatoria","2.025","Asignados","50","1.440.963.000"
"CAUCA","19","EL TAMBO","19256","Sentencias judiciales","2.024","Asignados","2","192.500.000"
"CAUCA","19","INZÁ","19355","Compromiso","2.022","Asignados","65","2.309.187.793"
"CAUCA","19","INZÁ","19355","Compromiso","2.023","Asignados","28","1.445.262.560"
"CAUCA","19","INZÁ","19355","Compromiso","2.024","Asignados","13","308.868.560"
"CAUCA","19","INZÁ","19355","Compromiso","2.025","Asignados","5","215.343.380"
"CAUCA","19","JAMBALÓ","19364","Compromiso","2.023","Asignados","7","166.313.840"
"CAUCA","19","JAMBALÓ","19364","Compromiso","2.025","Asignados","1","23.759.120"
"CAUCA","19","LA SIERRA","19392","Compromiso","2.025","Asignados","6","142.554.720"
"CAUCA","19","LA SIERRA","19392","Sentencias judiciales","2.023","Asignados","1","81.200.000"
"CAUCA","19","LA VEGA","19397","Compromiso","2.022","Asignados","22","409.385.438"
"CAUCA","19","LA VEGA","19397","Compromiso","2.023","Asignados","12","285.109.440"
"CAUCA","19","LA VEGA","19397","Compromiso","2.024","Asignados","7","166.313.840"
"CAUCA","19","LA VEGA","19397","Compromiso","2.025","Asignados","2","47.518.240"
"CAUCA","19","LA VEGA","19397","Sentencias judiciales","2.023","Asignados","2","193.163.200"
"CAUCA","19","LÓPEZ DE MICAY","19418","Convocatoria","2.023","Asignados","9","743.427.549"
"CAUCA","19","MORALES","19473","Compromiso","2.024","Asignados","11","1.001.000.000"
"CAUCA","19","MORALES","19473","Compromiso","2.025","Asignados","1","99.645.000"
"CAUCA","19","MORALES","19473","Convocatoria","2.024","Asignados","17","470.599.713"
"CAUCA","19","MORALES","19473","Convocatoria","2.025","Asignados","47","1.299.307.000"
"CAUCA","19","MORALES","19473","Sentencias judiciales","2.024","Asignados","1","91.000.000"
"CAUCA","19","PÁEZ","19517","Compromiso","2.021","Asignados","27","1.602.067.491"
"CAUCA","19","PÁEZ","19517","Compromiso","2.022","Asignados","220","13.053.883.260"
"CAUCA","19","PÁEZ","19517","Compromiso","2.023","Asignados","30","2.220.787.520"
"CAUCA","19","PÁEZ","19517","Compromiso","2.025","Asignados","1","23.759.120"
"CAUCA","19","PATÍA","19532","Compromiso","2.024","Asignados","17","1.547.000.000"
"CAUCA","19","PATÍA","19532","Convocatoria","2.024","Asignados","78","1.672.151.706"
"CAUCA","19","PATÍA","19532","Convocatoria","2.025","Asignados","120","3.274.404.895"
"CAUCA","19","PIENDAMÓ - TUNÍA","19548","Compromiso","2.024","Asignados","43","2.971.627.680"
"CAUCA","19","PIENDAMÓ - TUNÍA","19548","Compromiso","2.025","Asignados","1","99.645.000"
"CAUCA","19","PIENDAMÓ - TUNÍA","19548","Convocatoria","2.024","Asignados","114","2.735.197.099"
"CAUCA","19","PIENDAMÓ - TUNÍA","19548","Convocatoria","2.025","Asignados","77","1.833.000.000"
"CAUCA","19","PURACÉ","19585","Compromiso","2.022","Asignados","22","409.385.438"
"CAUCA","19","PURACÉ","19585","Compromiso","2.023","Asignados","11","261.350.320"
"CAUCA","19","PURACÉ","19585","Compromiso","2.024","Asignados","1","23.759.120"
"CAUCA","19","ROSAS","19622","Compromiso","2.023","Asignados","1","23.759.120"
"CAUCA","19","ROSAS","19622","Compromiso","2.025","Asignados","1","23.759.120"
"CAUCA","19","ROSAS","19622","Convocatoria","2.024","Asignados","13","356.199.649"
"CAUCA","19","ROSAS","19622","Convocatoria","2.025","Asignados","5","137.800.000"
"CAUCA","19","ROSAS","19622","Sentencias judiciales","2.025","Asignados","1","99.645.000"
"CAUCA","19","SANTANDER DE QUILICHAO","19698","Compromiso","2.022","Asignados","23","427.993.867"
"CAUCA","19","SANTANDER DE QUILICHAO","19698","Compromiso","2.023","Asignados","14","332.627.680"
"CAUCA","19","SANTANDER DE QUILICHAO","19698","Compromiso","2.024","Asignados","5","118.795.600"
"CAUCA","19","SANTANDER DE QUILICHAO","19698","Sentencias judiciales","2.023","Asignados","1","81.200.000"
"CAUCA","19","SANTANDER DE QUILICHAO","19698","Sentencias judiciales","2.025","Asignados","1","99.645.000"
"CAUCA","19","SANTA ROSA","19701","Sentencias judiciales","2.025","Asignados","1","99.645.000"
"CAUCA","19","SILVIA","19743","Compromiso","2.022","Asignados","15","279.126.435"
"CAUCA","19","SILVIA","19743","Compromiso","2.023","Asignados","9","213.832.080"
"CAUCA","19","SILVIA","19743","Compromiso","2.024","Asignados","13","1.115.759.120"
"CAUCA","19","SILVIA","19743","Compromiso","2.025","Asignados","2","47.518.240"
"CAUCA","19","SILVIA","19743","Convocatoria","2.024","Asignados","19","470.597.645"
"CAUCA","19","SILVIA","19743","Convocatoria","2.025","Asignados","11","262.600.000"
"CAUCA","19","SOTARÁ PAISPAMBA","19760","Sentencias judiciales","2.025","Asignados","1","107.335.000"
"CAUCA","19","SUÁREZ","19780","Convocatoria","2.024","Asignados","2","36.052.800"
"CAUCA","19","SUÁREZ","19780","Convocatoria","2.025","Asignados","54","1.730.278.538"
"CAUCA","19","TIMBÍO","19807","Compromiso","2.024","Asignados","32","2.912.000.000"
"CAUCA","19","TIMBÍO","19807","Convocatoria","2.023","Asignados","5","104.396.983"
"CAUCA","19","TIMBÍO","19807","Convocatoria","2.024","Asignados","26","686.398.909"
"CAUCA","19","TIMBÍO","19807","Convocatoria","2.025","Asignados","21","527.800.000"
"CAUCA","19","TIMBÍO","19807","Sentencias judiciales","2.024","Asignados","3","289.800.000"
"CAUCA","19","TIMBÍO","19807","Sentencias judiciales","2.025","Asignados","2","207.364.500"
"CAUCA","19","TORIBÍO","19821","Compromiso","2.022","Asignados","12","223.301.148"
"CAUCA","19","TORIBÍO","19821","Compromiso","2.023","Asignados","8","190.072.960"
"CAUCA","19","TORIBÍO","19821","Compromiso","2.025","Asignados","3","71.277.360"
"CAUCA","19","TOTORÓ","19824","Compromiso","2.022","Asignados","15","279.126.435"
"CAUCA","19","TOTORÓ","19824","Compromiso","2.023","Asignados","13","308.868.560"
"CAUCA","19","TOTORÓ","19824","Compromiso","2.024","Asignados","3","71.277.360"
"CAUCA","19","TOTORÓ","19824","Compromiso","2.025","Asignados","1","23.759.120"
"CESAR","20","VALLEDUPAR","20001","Convocatoria","2.022","Asignados","36","2.313.360.000"
"CESAR","20","VALLEDUPAR","20001","Convocatoria","2.023","Asignados","4","298.166.400"
"CESAR","20","VALLEDUPAR","20001","Convocatoria","2.024","Asignados","135","3.732.729.106"
"CESAR","20","VALLEDUPAR","20001","Convocatoria","2.025","Asignados","122","2.854.800.000"
"CESAR","20","VALLEDUPAR","20001","Sentencias judiciales","2.023","Asignados","3","286.404.300"
"CESAR","20","VALLEDUPAR","20001","Sentencias judiciales","2.024","Asignados","4","403.158.140"
"CESAR","20","VALLEDUPAR","20001","Sentencias judiciales","2.025","Asignados","3","298.935.000"
"CESAR","20","AGUSTÍN CODAZZI","20013","Convocatoria","2.022","Asignados","30","1.927.800.000"
"CESAR","20","AGUSTÍN CODAZZI","20013","Convocatoria","2.023","Asignados","2","149.083.200"
